MirnaId
hsa-let-7d*
hsa-let-7e
hsa-let-7i*
hsa-miR-126*
hsa-miR-128a
hsa-miR-128b
hsa-miR-135a
hsa-miR-140-3p
hsa-miR-141
hsa-miR-142-3p
hsa-miR-142-5p
hsa-miR-143
hsa-miR-147b
hsa-miR-148b
hsa-miR-16
hsa-miR-17
hsa-miR-181c
hsa-miR-188-5p
hsa-miR-18a
hsa-miR-193a-3p
hsa-miR-193a-5p
hsa-miR-194
hsa-miR-197
hsa-miR-199b-5p
hsa-miR-21
hsa-miR-222
hsa-miR-29-3p
hsa-miR-29c
hsa-miR-301b
hsa-miR-320
hsa-miR-324-5p
hsa-miR-326
hsa-miR-339-5p
hsa-miR-345
hsa-miR-362-5p
hsa-miR-421
hsa-miR-423-3p
hsa-miR-423-5p
hsa-miR-454
hsa-miR-484
hsa-miR-499-5p
hsa-miR-500
hsa-miR-500*
hsa-miR-545
hsa-miR-548d-5p
hsa-miR-570
hsa-miR-589
hsa-miR-96
hsa-miR-98
