MirnaId
hsa-miR-106a
hsa-miR-107
hsa-miR-10b
hsa-miR-125a-3p
hsa-miR-128a
hsa-miR-128b
hsa-miR-130b
hsa-miR-132
hsa-miR-134
hsa-miR-135b
hsa-miR-138
hsa-miR-138*
hsa-miR-141
hsa-miR-142-3p
hsa-miR-142-5p
hsa-miR-143
hsa-miR-145
hsa-miR-146
hsa-miR-148a
hsa-miR-148b
hsa-miR-149
hsa-miR-150
hsa-miR-152
hsa-miR-155
hsa-miR-17*
hsa-miR-181c
hsa-miR-182*
hsa-miR-185
hsa-miR-188
hsa-miR-18a*
hsa-miR-190
hsa-miR-192*
hsa-miR-193a-3p
hsa-miR-193a-5p
hsa-miR-193b
hsa-miR-195
hsa-miR-196b
hsa-miR-197
hsa-miR-19a*
hsa-miR-200a
hsa-miR-200b
hsa-miR-200c
hsa-miR-203
hsa-miR-206
hsa-miR-21
hsa-miR-210
hsa-miR-213
hsa-miR-214
hsa-miR-215
hsa-miR-218
hsa-miR-223
hsa-miR-24
hsa-miR-24*
hsa-miR-27b
hsa-miR-296
hsa-miR-301b
hsa-miR-302b
hsa-miR-302c
hsa-miR-30c*
hsa-miR-30d*
hsa-miR-324-3p
hsa-miR-324-5p
hsa-miR-328
hsa-miR-330
hsa-miR-331-5p
hsa-miR-339-3p
hsa-miR-33b*
hsa-miR-340
hsa-miR-342-3p
hsa-miR-345
hsa-miR-346
hsa-miR-34a
hsa-miR-34b
hsa-miR-361-5p
hsa-miR-362-5p
hsa-miR-368
hsa-miR-370
hsa-miR-372
hsa-miR-373
hsa-miR-374b*
hsa-miR-375
hsa-miR-376a
hsa-miR-376b
hsa-miR-379
hsa-miR-382
hsa-miR-421
hsa-miR-423-5p
hsa-miR-454
hsa-miR-484
hsa-miR-503
hsa-miR-545
hsa-miR-548c
hsa-miR-551b*
hsa-miR-570
hsa-miR-574-5p
hsa-miR-576-3p
hsa-miR-582-3p
hsa-miR-590-3p
hsa-miR-625
hsa-miR-629
hsa-miR-652
hsa-miR-877
hsa-miR-886-3p
hsa-miR-95
