;;;;hsa04917; ; ;hsa04610; ; ;hsa04145; ; ;hsa04380; ; ;hsa04666; ; ;hsa04340; ; ;hsa03050; ; ;hsa04621; ; ;hsa04152; ; ;hsa04066; ; ;hsa05100; ; ;hsa04650; ; ;hsa04662; ; ;hsa04060; ; ;hsa04120; ; ;hsa04330; ; ;hsa04151; ; ;hsa04520; ; ;hsa04660; ; ;hsa04110; ; ;hsa04068; ; ;hsa04530; ; ;hsa04210; ; ;hsa04640; ; ;hsa04140; ; ;hsa04510; ; ;hsa04150; ; ;hsa04144; ; ;hsa04014; ; ;hsa04350; ; ;hsa04062; ; ;hsa04630; ; ;hsa04620; ; ;hsa04310; ; ;hsa04010; ; ;hsa04810; ; ;hsa04612; ; ;hsa04064; ; ;hsa04722; ; 
mirnaname;type;hostgene;Link to target;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget
"hsa-mir-4655";"intra";"MAD1L1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4655/";"0";"7";"0";"0";"4";"0";"0";"3";"0";"0";"3";"0";"0";"5";"0";"0";"2";"0";"0";"2";"0";"0";"4";"0";"0";"6";"0";"0";"7";"0";"0";"7";"0";"0";"3";"0";"0";"2";"0";"0";"14";"0";"0";"12";"0";"0";"3";"0";"0";"8";"0";"0";"8";"0";"0";"4";"0";"1";"9";"0";"0";"10";"0";"0";"10";"0";"0";"6";"0";"0";"4";"0";"0";"1";"0";"0";"9";"0";"0";"3";"0";"0";"12";"0";"0";"7";"0";"0";"4";"0";"0";"6";"0";"0";"4";"0";"0";"8";"0";"0";"5";"0";"0";"11";"0";"0";"9";"0";"0";"3";"0";"0";"9";"0";"0";"7";"0"
"hsa-mir-4669";"intra";"RXRA";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4669/";"0";"1";"0";"1";"2";"0";"0";"2";"0";"0";"5";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"3";"0";"0";"7";"0";"0";"1";"0";"0";"1";"0";"0";"3";"0";"1";"9";"0";"0";"5";"0";"0";"0";"0";"1";"7";"0";"0";"2";"0";"0";"4";"0";"0";"10";"0";"0";"2";"0";"0";"1";"0";"0";"4";"0";"0";"2";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"4";"0";"0";"2";"0";"0";"3";"0";"0";"1";"0";"0";"2";"0";"0";"4";"0";"0";"5";"0";"0";"4";"0";"0";"2";"0";"0";"1";"0";"0";"3";"0";"0";"6";"0"
"hsa-mir-4673";"intra";"NOTCH1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4673/";"0";"23";"0";"0";"18";"0";"0";"15";"0";"0";"25";"0";"0";"16";"0";"0";"7";"0";"0";"6";"0";"0";"10";"0";"0";"24";"0";"0";"33";"0";"0";"20";"0";"0";"24";"0";"0";"16";"0";"0";"68";"0";"0";"27";"0";"1";"10";"0";"0";"43";"0";"0";"26";"0";"0";"31";"0";"0";"37";"0";"0";"34";"0";"0";"14";"0";"0";"27";"0";"0";"27";"0";"0";"9";"0";"0";"26";"0";"0";"18";"0";"0";"32";"0";"0";"21";"0";"0";"18";"0";"0";"20";"0";"0";"14";"0";"0";"26";"0";"0";"20";"0";"0";"33";"0";"0";"29";"0";"0";"13";"0";"0";"28";"0";"0";"27";"0"
"hsa-mir-203b";"inter";"ASPG";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-203b/";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"hsa-mir-4714";"intra";"IGF1R";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4714/";"0";"21";"0";"0";"17";"0";"0";"18";"0";"0";"18";"0";"0";"13";"0";"0";"8";"0";"0";"7";"0";"0";"15";"0";"1";"19";"0";"0";"29";"0";"0";"19";"0";"0";"13";"0";"0";"13";"0";"0";"54";"0";"0";"24";"0";"0";"8";"0";"0";"28";"0";"1";"17";"0";"0";"19";"0";"0";"36";"0";"1";"21";"0";"0";"19";"0";"0";"18";"0";"0";"23";"0";"0";"8";"0";"0";"22";"0";"0";"20";"0";"0";"37";"0";"0";"21";"0";"0";"15";"0";"0";"12";"0";"0";"15";"0";"0";"17";"0";"0";"18";"0";"0";"33";"0";"0";"29";"0";"0";"12";"0";"0";"28";"0";"0";"26";"0"
"hsa-mir-4724";"intra";"RAB11FIP4";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4724/";"0";"24";"0";"0";"19";"0";"0";"19";"0";"0";"29";"0";"0";"18";"0";"0";"9";"0";"0";"10";"0";"0";"20";"0";"0";"24";"0";"0";"31";"0";"0";"15";"0";"0";"22";"0";"0";"23";"0";"0";"57";"0";"0";"24";"0";"0";"9";"0";"0";"40";"0";"0";"31";"0";"0";"33";"0";"0";"40";"0";"0";"40";"0";"0";"21";"0";"0";"27";"0";"0";"17";"0";"0";"9";"0";"0";"25";"0";"0";"25";"0";"1";"27";"0";"0";"33";"0";"0";"19";"0";"0";"21";"0";"0";"19";"0";"0";"28";"0";"0";"24";"0";"0";"44";"0";"0";"26";"0";"0";"17";"0";"0";"32";"0";"0";"36";"0"
"hsa-mir-4747";"intra";"UHRF1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4747/";"0";"31";"0";"0";"24";"0";"0";"24";"0";"0";"30";"0";"0";"25";"0";"0";"11";"0";"0";"12";"0";"0";"18";"0";"0";"34";"0";"0";"49";"0";"0";"28";"0";"0";"36";"0";"0";"23";"0";"0";"86";"0";"0";"36";"0";"0";"15";"0";"0";"56";"0";"0";"32";"0";"0";"36";"0";"1";"55";"0";"0";"43";"0";"0";"29";"0";"0";"32";"0";"0";"32";"0";"0";"11";"0";"0";"41";"0";"0";"29";"0";"0";"46";"0";"0";"36";"0";"0";"24";"0";"0";"29";"0";"0";"24";"0";"0";"27";"0";"0";"37";"0";"0";"57";"0";"0";"49";"0";"0";"18";"0";"0";"36";"0";"0";"44";"0"
"hsa-mir-4748";"intra";"DNM2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4748/";"0";"15";"0";"0";"13";"0";"0";"6";"0";"0";"15";"0";"1";"12";"0";"0";"5";"0";"0";"2";"0";"0";"6";"0";"0";"12";"0";"0";"18";"0";"0";"8";"0";"0";"9";"0";"0";"10";"0";"0";"28";"0";"0";"14";"0";"0";"3";"0";"0";"17";"0";"0";"14";"0";"0";"17";"0";"0";"24";"0";"0";"16";"0";"0";"10";"0";"0";"9";"0";"0";"12";"0";"0";"4";"0";"0";"12";"0";"0";"6";"0";"0";"22";"0";"0";"15";"0";"0";"8";"0";"0";"9";"0";"0";"11";"0";"0";"10";"0";"0";"14";"0";"0";"17";"0";"0";"9";"0";"0";"4";"0";"0";"14";"0";"0";"11";"0"
"hsa-mir-4771-2";"intra";"ANAPC1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4771-2/";"0";"7";"0";"0";"8";"0";"0";"7";"0";"0";"6";"0";"0";"8";"0";"0";"4";"0";"0";"7";"0";"0";"9";"0";"0";"9";"0";"0";"14";"0";"0";"5";"0";"0";"7";"0";"0";"6";"0";"0";"22";"0";"1";"11";"0";"0";"3";"0";"0";"15";"0";"0";"8";"0";"0";"7";"0";"0";"19";"0";"0";"16";"0";"0";"9";"0";"0";"10";"0";"0";"13";"0";"0";"0";"0";"0";"12";"0";"0";"8";"0";"0";"16";"0";"0";"8";"0";"0";"10";"0";"0";"3";"0";"0";"6";"0";"0";"10";"0";"0";"13";"0";"0";"19";"0";"0";"9";"0";"0";"4";"0";"0";"13";"0";"0";"16";"0"
"hsa-mir-4772";"intra";"IL18RAP";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4772/";"0";"26";"0";"0";"19";"0";"0";"22";"0";"0";"24";"0";"0";"20";"0";"0";"9";"0";"0";"14";"0";"0";"19";"0";"0";"21";"0";"0";"32";"0";"0";"15";"0";"0";"25";"0";"0";"18";"0";"1";"69";"0";"0";"25";"0";"0";"10";"0";"0";"36";"0";"0";"23";"0";"0";"28";"0";"0";"41";"0";"0";"34";"0";"0";"19";"0";"0";"18";"0";"0";"22";"0";"0";"14";"0";"0";"24";"0";"0";"17";"0";"0";"32";"0";"0";"24";"0";"0";"24";"0";"0";"16";"0";"0";"21";"0";"0";"28";"0";"0";"26";"0";"0";"44";"0";"0";"23";"0";"0";"14";"0";"0";"29";"0";"0";"25";"0"
"hsa-mir-4783";"intra";"PROC";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4783/";"0";"5";"0";"1";"7";"0";"0";"3";"0";"0";"7";"0";"0";"3";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"8";"0";"0";"7";"0";"0";"4";"0";"0";"4";"0";"0";"3";"0";"0";"15";"0";"0";"5";"0";"0";"3";"0";"0";"10";"0";"0";"2";"0";"0";"6";"0";"0";"6";"0";"0";"13";"0";"0";"4";"0";"0";"5";"0";"0";"8";"0";"0";"3";"0";"0";"11";"0";"0";"2";"0";"0";"10";"0";"0";"5";"0";"0";"2";"0";"0";"5";"0";"0";"3";"0";"0";"7";"0";"0";"6";"0";"0";"8";"0";"0";"5";"0";"0";"3";"0";"0";"6";"0";"0";"5";"0"
"hsa-mir-4797";"intra";"DLG1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4797/";"0";"31";"0";"0";"25";"0";"0";"28";"0";"0";"32";"0";"0";"23";"0";"0";"9";"0";"0";"12";"0";"0";"21";"0";"0";"34";"0";"0";"44";"0";"0";"23";"0";"0";"29";"0";"0";"22";"0";"0";"75";"0";"0";"35";"0";"0";"12";"0";"0";"42";"0";"0";"32";"0";"1";"35";"0";"0";"49";"0";"0";"41";"0";"0";"29";"0";"0";"29";"0";"0";"27";"0";"0";"12";"0";"0";"33";"0";"0";"26";"0";"0";"37";"0";"0";"32";"0";"0";"26";"0";"0";"26";"0";"0";"24";"0";"0";"27";"0";"0";"26";"0";"0";"53";"0";"0";"39";"0";"0";"18";"0";"0";"38";"0";"0";"32";"0"
"hsa-mir-4799";"intra";"ARHGAP10";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-4799/";"0";"31";"0";"0";"23";"0";"0";"28";"0";"0";"26";"0";"0";"22";"0";"0";"13";"0";"0";"14";"0";"0";"22";"0";"0";"32";"0";"0";"37";"0";"1";"25";"0";"0";"23";"0";"0";"30";"0";"0";"75";"0";"0";"42";"0";"0";"15";"0";"0";"48";"0";"0";"34";"0";"0";"32";"0";"0";"57";"0";"0";"40";"0";"0";"22";"0";"0";"28";"0";"0";"28";"0";"0";"9";"0";"0";"31";"0";"0";"23";"0";"0";"46";"0";"0";"31";"0";"0";"28";"0";"0";"30";"0";"0";"22";"0";"0";"27";"0";"0";"36";"0";"0";"52";"0";"0";"37";"0";"0";"16";"0";"0";"41";"0";"0";"41";"0"
"hsa-mir-548ao";"intra";"SFRP1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-548ao/";"0";"21";"0";"0";"10";"0";"0";"16";"0";"0";"15";"0";"0";"11";"0";"0";"7";"0";"0";"9";"0";"0";"11";"0";"0";"18";"0";"0";"20";"0";"0";"10";"0";"0";"18";"0";"0";"14";"0";"0";"35";"0";"0";"23";"0";"0";"7";"0";"0";"28";"0";"0";"17";"0";"0";"18";"0";"0";"28";"0";"0";"22";"0";"0";"15";"0";"0";"15";"0";"0";"16";"0";"0";"8";"0";"0";"23";"0";"0";"13";"0";"0";"29";"0";"0";"15";"0";"0";"15";"0";"0";"16";"0";"0";"15";"0";"0";"12";"0";"1";"17";"0";"0";"34";"0";"0";"18";"0";"0";"13";"0";"0";"21";"0";"0";"23";"0"
"hsa-mir-5088";"intra";"PRMT1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-5088/";"0";"23";"0";"0";"14";"0";"0";"13";"0";"0";"21";"0";"0";"13";"0";"0";"8";"0";"0";"10";"0";"0";"11";"0";"0";"18";"0";"0";"29";"0";"0";"13";"0";"0";"19";"0";"0";"15";"0";"0";"46";"0";"0";"22";"0";"0";"9";"0";"0";"28";"0";"0";"14";"0";"0";"22";"0";"0";"24";"0";"1";"23";"0";"0";"16";"0";"0";"20";"0";"0";"17";"0";"0";"9";"0";"0";"26";"0";"0";"13";"0";"0";"24";"0";"0";"18";"0";"0";"10";"0";"0";"16";"0";"0";"15";"0";"0";"19";"0";"0";"20";"0";"0";"36";"0";"0";"23";"0";"0";"10";"0";"0";"24";"0";"0";"26";"0"
"hsa-mir-5196";"intra";"CD22";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-5196/";"0";"37";"0";"0";"34";"0";"0";"27";"0";"0";"37";"0";"0";"29";"0";"0";"14";"0";"0";"15";"0";"0";"25";"0";"0";"43";"0";"0";"54";"0";"0";"31";"0";"0";"42";"0";"1";"28";"0";"0";"103";"0";"0";"40";"0";"0";"17";"0";"0";"65";"0";"0";"39";"0";"0";"41";"0";"0";"60";"0";"0";"55";"0";"0";"35";"0";"0";"42";"0";"1";"38";"0";"0";"13";"0";"0";"46";"0";"0";"32";"0";"0";"49";"0";"0";"43";"0";"0";"26";"0";"0";"31";"0";"0";"31";"0";"0";"35";"0";"0";"41";"0";"0";"74";"0";"0";"51";"0";"0";"22";"0";"0";"44";"0";"0";"54";"0"
"hsa-mir-548ar";"intra";"CDC16";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-548ar/";"0";"45";"0";"0";"41";"0";"0";"41";"0";"0";"49";"0";"0";"30";"0";"0";"13";"0";"0";"17";"0";"0";"30";"0";"0";"47";"0";"0";"62";"0";"0";"28";"0";"0";"39";"0";"0";"30";"0";"0";"105";"0";"1";"56";"0";"0";"18";"0";"0";"68";"0";"0";"41";"0";"0";"49";"0";"0";"68";"0";"0";"65";"0";"0";"37";"0";"0";"43";"0";"0";"43";"0";"0";"14";"0";"0";"46";"0";"0";"43";"0";"0";"52";"0";"0";"42";"0";"0";"38";"0";"0";"37";"0";"0";"38";"0";"0";"43";"0";"0";"44";"0";"0";"80";"0";"0";"49";"0";"0";"22";"0";"0";"45";"0";"0";"53";"0"
"hsa-mir-5683";"intra";"F13A1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-5683/";"0";"19";"0";"1";"23";"0";"0";"16";"0";"0";"23";"0";"0";"15";"0";"0";"4";"0";"0";"12";"0";"0";"17";"0";"0";"16";"0";"0";"28";"0";"0";"11";"0";"0";"16";"0";"0";"12";"0";"0";"54";"0";"0";"29";"0";"0";"12";"0";"0";"27";"0";"0";"18";"0";"0";"21";"0";"0";"29";"0";"0";"26";"0";"0";"15";"0";"0";"19";"0";"0";"23";"0";"0";"9";"0";"0";"21";"0";"0";"20";"0";"0";"30";"0";"0";"21";"0";"0";"18";"0";"0";"14";"0";"0";"14";"0";"0";"23";"0";"0";"23";"0";"0";"28";"0";"0";"24";"0";"0";"13";"0";"0";"26";"0";"0";"28";"0"
"hsa-mir-6090";"intra";"ETS1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-6090/";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0"
"hsa-mir-378j";"intra";"DDX52";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-378j/";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"hsa-mir-6133";"intra";"EXOC4";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-6133/";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"hsa-mir-6165";"intra";"NGFR";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-6165/";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"hsa-mir-6502";"intra";"IRAK3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-6502/";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"hsa-mir-6515";"intra";"CALR";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-6515/";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"hsa-mir-6726";"intra";"ACAP3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-6726/";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"hsa-mir-6728";"intra";"ENO1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-6728/";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"hsa-mir-6736";"intra";"PIAS3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-6736/";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"hsa-mir-6751";"intra";"SYVN1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-6751/";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"hsa-mir-6753";"intra";"TCIRG1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-6753/";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"hsa-mir-6759";"intra";"CDK4";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-6759/";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"hsa-mir-6764";"intra";"YY1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-6764/";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0"
